nome,ano,genero,generos_full,plataforma,plataformas_full,publisher,developer,nota,faixa_etaria,descricao,popularidade,playtime,tamanho_jogo,ratings_count,suggestions_count,engajamento_bruto,palavras_chave
Devil May Cry 4: Special Edition,2015,Action,Action,PC,PC||Xbox One||PlayStation 4,Capcom,Capcom,4.2,+17,Devil May Cry 4: Special Edition é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.1369,9,medio,349,563,2317.5,devil may cry 4: special edition action pc||xbox one||playstation 4 capcom capcom
Rome: Total War - Collection,2007,Strategy,Strategy,PC,PC||iOS,SEGA,Creative Assembly,4.0,N/A,Rome: Total War - Collection é um jogo de Strategy lançado em 2007 para PC. Ele possui nota média aproximada de 4.0/5 na base RAWG.,0.1368,3,curto,170,530,2316.5,rome: total war - collection strategy pc||ios sega creative assembly
Absolver,2017,Action,Action||Adventure||Fighting||Indie,PC,PC||Xbox One||PlayStation 4,Devolver Digital,Devolver Digital,2.8,N/A,Absolver é um jogo de Action lançado em 2017 para PC. Ele possui nota média aproximada de 2.8/5 na base RAWG.,0.1367,2,curto,307,476,2314.5,absolver action||adventure||fighting||indie pc||xbox one||playstation 4 devolver digital devolver digital
Metal Gear Solid,1998,Action,Action||Shooter||Adventure,PlayStation,PlayStation||PS Vita||PC||PSP||PlayStation 3,Microsoft Studios,Sony Interactive Entertainment,4.4,+17,Metal Gear Solid é um jogo de Action lançado em 1998 para PlayStation. Ele possui nota média aproximada de 4.4/5 na base RAWG.,0.1366,1,curto,737,447,2312.5,metal gear solid action||shooter||adventure playstation||ps vita||pc||psp||playstation 3 microsoft studios sony interactive entertainment
STAR WARS Jedi Knight: Dark Forces II,1997,Action,Action||Shooter,PC,PC,Disney Interactive,LucasArts Entertainment,3.8,+17,STAR WARS Jedi Knight: Dark Forces II é um jogo de Action lançado em 1997 para PC. Ele possui nota média aproximada de 3.8/5 na base RAWG.,0.1364,1,curto,138,437,2310.0,star wars jedi knight: dark forces ii action||shooter pc disney interactive lucasarts entertainment
Beyond Divinity,2004,Action,Action||RPG,PC,PC||macOS,Larian Studios,Larian Studios,3.2,+13,Beyond Divinity é um jogo de Action lançado em 2004 para PC. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.1364,1,curto,113,626,2309.0,beyond divinity action||rpg pc||macos larian studios larian studios
Stacking,2011,Action,Action||Adventure||RPG||Indie||Puzzle,PC,PC||Linux||macOS||PlayStation 3||Xbox 360,THQ Nordic,THQ Nordic,3.4,N/A,Stacking é um jogo de Action lançado em 2011 para PC. Ele possui nota média aproximada de 3.4/5 na base RAWG.,0.1362,3,curto,141,549,2306.5,stacking action||adventure||rpg||indie||puzzle pc||linux||macos||playstation 3||xbox 360 thq nordic thq nordic
The Banner Saga 2,2016,RPG,RPG||Strategy||Indie,iOS,iOS||Android||macOS||PC||Nintendo Switch||Xbox One||PlayStation 4,Versus Evil,Versus Evil,4.2,N/A,The Banner Saga 2 é um jogo de RPG lançado em 2016 para iOS. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.1359,6,medio,240,480,2301.0,the banner saga 2 rpg||strategy||indie ios||android||macos||pc||nintendo switch||xbox one||playstation 4 versus evil versus evil
Need for Speed: Most Wanted - A Criterion Game,2012,Action,Action||Adventure||Racing,PC,PC||iOS||Android||Xbox 360||PS Vita||Wii U||PlayStation 3,Electronic Arts,Criterion Games,3.4,+13,Need for Speed: Most Wanted - A Criterion Game é um jogo de Action lançado em 2012 para PC. Ele possui nota média aproximada de 3.4/5 na base RAWG.,0.1354,2,curto,402,365,2293.5,need for speed: most wanted - a criterion game action||adventure||racing pc||ios||android||xbox 360||ps vita||wii u||playstation 3 electronic arts criterion games
Into the Breach,2018,RPG,RPG||Strategy||Simulation||Indie,PC,PC||Nintendo Switch||macOS,Subset Games,Subset Games,4.3,N/A,Into the Breach é um jogo de RPG lançado em 2018 para PC. Ele possui nota média aproximada de 4.3/5 na base RAWG.,0.1353,5,curto,543,127,2291.5,into the breach rpg||strategy||simulation||indie pc||nintendo switch||macos subset games subset games
Halo 5: Guardians,2015,Action,Action||Shooter||Adventure,Xbox One,Xbox One,Microsoft Studios,343 Industries,3.8,+13,Halo 5: Guardians é um jogo de Action lançado em 2015 para Xbox One. Ele possui nota média aproximada de 3.8/5 na base RAWG.,0.1352,0,curto,372,421,2289.5,halo 5: guardians action||shooter||adventure xbox one microsoft studios 343 industries
FIFA 18,2017,Sports,Sports,PC,PC||Nintendo Switch||PlayStation 4||Xbox One,Electronic Arts,Electronic Arts,3.4,N/A,FIFA 18 é um jogo de Sports lançado em 2017 para PC. Ele possui nota média aproximada de 3.4/5 na base RAWG.,0.135,0,curto,507,244,2286.5,fifa 18 sports pc||nintendo switch||playstation 4||xbox one electronic arts electronic arts
Contrast,2013,Action,Action||Adventure||Indie||Puzzle,PC,PC||Android||Xbox One||PlayStation 3||Xbox 360||PlayStation 4,Focus Home Interactive,NVIDIA Lightspeed Studios,3.4,N/A,Contrast é um jogo de Action lançado em 2013 para PC. Ele possui nota média aproximada de 3.4/5 na base RAWG.,0.135,4,curto,221,615,2286.0,contrast action||adventure||indie||puzzle pc||android||xbox one||playstation 3||xbox 360||playstation 4 focus home interactive nvidia lightspeed studios
Goat of Duty,0,Action,Action,PC,PC,Raiser Games,34BigThings,2.6,N/A,Goat of Duty é um jogo de Action para PC. Ele possui nota média aproximada de 2.6/5 na base RAWG.,0.1349,1,curto,50,329,2285.0,goat of duty action pc raiser games 34bigthings
Realm Royale,2018,Action,Action,Nintendo Switch,Nintendo Switch||PC||Xbox One||PlayStation 4,Hi-Rez Studios,Hi-Rez Studios,2.7,+13,Realm Royale é um jogo de Action lançado em 2018 para Nintendo Switch. Ele possui nota média aproximada de 2.7/5 na base RAWG.,0.1348,2,curto,316,427,2282.5,realm royale action nintendo switch||pc||xbox one||playstation 4 hi-rez studios hi-rez studios
The Bridge,2013,Strategy,Strategy||Casual||Indie||Puzzle,Linux,Linux||PC||macOS||Nintendo Switch||Xbox One||Xbox 360||PS Vita||PlayStation 4||PlayStation 3||Wii U,Midnight City,The Quantum Astrophysicists Guild,3.3,N/A,The Bridge é um jogo de Strategy lançado em 2013 para Linux. Ele possui nota média aproximada de 3.3/5 na base RAWG.,0.1343,3,curto,194,396,2274.5,the bridge strategy||casual||indie||puzzle linux||pc||macos||nintendo switch||xbox one||xbox 360||ps vita||playstation 4||playstation 3||wii u midnight city the quantum astrophysicists guild
Katana ZERO,2019,Action,Action||Indie||Platformer,Xbox One,Xbox One||PC||macOS||Nintendo Switch,Devolver Digital,Askiisoft,4.4,N/A,Katana ZERO é um jogo de Action lançado em 2019 para Xbox One. Ele possui nota média aproximada de 4.4/5 na base RAWG.,0.1343,5,curto,452,365,2274.0,katana zero action||indie||platformer xbox one||pc||macos||nintendo switch devolver digital askiisoft
Prince of Persia: The Forgotten Sands,2010,Action,Action||Adventure,Xbox One,Xbox One||PC||Wii||Nintendo DS||PlayStation 3||PSP||PS Vita||Xbox 360,Ubisoft Entertainment,Ubisoft,3.6,+13,Prince of Persia: The Forgotten Sands é um jogo de Action lançado em 2010 para Xbox One. Ele possui nota média aproximada de 3.6/5 na base RAWG.,0.1343,3,curto,281,741,2273.5,prince of persia: the forgotten sands action||adventure xbox one||pc||wii||nintendo ds||playstation 3||psp||ps vita||xbox 360 ubisoft entertainment ubisoft
Mutant Year Zero: Road to Eden,2018,Adventure,Adventure||RPG||Strategy,PC,PC||Nintendo Switch||Xbox One||PlayStation 4,Funcom,Funcom Oslo A/S,3.7,N/A,Mutant Year Zero: Road to Eden é um jogo de Adventure lançado em 2018 para PC. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.1341,4,curto,338,475,2271.5,mutant year zero: road to eden adventure||rpg||strategy pc||nintendo switch||xbox one||playstation 4 funcom funcom oslo a/s
Ring of Elysium,2018,Action,Action||Shooter||Massively Multiplayer,PC,PC,Tencent Games,Tencent Games,3.1,+13,Ring of Elysium é um jogo de Action lançado em 2018 para PC. Ele possui nota média aproximada de 3.1/5 na base RAWG.,0.1341,2,curto,256,542,2271.5,ring of elysium action||shooter||massively multiplayer pc tencent games tencent games
Punch Club,2016,RPG,RPG||Strategy||Simulation||Sports||Fighting||Indie,iOS,iOS||Linux||PC||macOS||Xbox One||PlayStation 4||Nintendo 3DS||Nintendo Switch,tinyBuild,tinyBuild,3.6,+13,Punch Club é um jogo de RPG lançado em 2016 para iOS. Ele possui nota média aproximada de 3.6/5 na base RAWG.,0.134,5,curto,260,364,2269.5,punch club rpg||strategy||simulation||sports||fighting||indie ios||linux||pc||macos||xbox one||playstation 4||nintendo 3ds||nintendo switch tinybuild tinybuild
inFamous,2009,Action,Action,PlayStation 3,PlayStation 3,Sony Computer Entertainment,Sucker Punch Productions,4.0,+13,inFamous é um jogo de Action lançado em 2009 para PlayStation 3. Ele possui nota média aproximada de 4.0/5 na base RAWG.,0.1339,2,curto,323,671,2267.5,infamous action playstation 3 sony computer entertainment sucker punch productions
DISTRAINT,2015,Adventure,Adventure||Casual||Indie,PC,PC,Jesse Makkonen,Jesse Makkonen,3.0,N/A,DISTRAINT é um jogo de Adventure lançado em 2015 para PC. Ele possui nota média aproximada de 3.0/5 na base RAWG.,0.1339,3,curto,162,225,2267.0,distraint adventure||casual||indie pc jesse makkonen jesse makkonen
Zeno Clash,2009,Action,Action||Shooter||Adventure||Indie,PC,PC||Xbox 360,Atlus,ACE Team,3.6,+13,Zeno Clash é um jogo de Action lançado em 2009 para PC. Ele possui nota média aproximada de 3.6/5 na base RAWG.,0.1338,3,curto,153,656,2265.5,zeno clash action||shooter||adventure||indie pc||xbox 360 atlus ace team
Batman: The Telltale Series,2016,Adventure,Adventure,PlayStation 3,PlayStation 3||Xbox 360||macOS||Nintendo Switch||Android||iOS||PlayStation 4||Xbox One||PC,Telltale Games,Telltale Games,3.7,+17,Batman: The Telltale Series é um jogo de Adventure lançado em 2016 para PlayStation 3. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.1338,9,medio,213,956,2266.0,batman: the telltale series adventure playstation 3||xbox 360||macos||nintendo switch||android||ios||playstation 4||xbox one||pc telltale games telltale games
Super Hexagon,2012,Action,Action||Arcade||Casual||Indie,Android,Android||Linux||PC||macOS||iOS,Terry Cavanagh,Terry Cavanagh,3.8,LIVRE,Super Hexagon é um jogo de Action lançado em 2012 para Android. Ele possui nota média aproximada de 3.8/5 na base RAWG.,0.1338,1,curto,314,87,2265.5,super hexagon action||arcade||casual||indie android||linux||pc||macos||ios terry cavanagh terry cavanagh
Tom Clancy’s Splinter Cell Blacklist,2013,Action,Action,Xbox One,Xbox One||PC||Wii U||Xbox 360||PlayStation 3,Ubisoft Entertainment,Ubisoft Toronto,4.1,+17,Tom Clancy’s Splinter Cell Blacklist é um jogo de Action lançado em 2013 para Xbox One. Ele possui nota média aproximada de 4.1/5 na base RAWG.,0.1336,11,medio,374,243,2261.5,tom clancy’s splinter cell blacklist action xbox one||pc||wii u||xbox 360||playstation 3 ubisoft entertainment ubisoft toronto
Serial Cleaner,2016,Action,Action||RPG||Indie,iOS,iOS||Linux||PC||macOS||PlayStation 4||Xbox One||Nintendo Switch,Curve Digital,Curve Digital,3.1,N/A,Serial Cleaner é um jogo de Action lançado em 2016 para iOS. Ele possui nota média aproximada de 3.1/5 na base RAWG.,0.1335,2,curto,91,277,2260.0,serial cleaner action||rpg||indie ios||linux||pc||macos||playstation 4||xbox one||nintendo switch curve digital curve digital
The Tiny Bang Story,2011,Adventure,Adventure||Casual||Family||Indie||Puzzle,Android,Android||iOS||Nintendo Switch||PC||Linux||macOS,Colibri Games,Colibri Games,3.1,N/A,The Tiny Bang Story é um jogo de Adventure lançado em 2011 para Android. Ele possui nota média aproximada de 3.1/5 na base RAWG.,0.1334,4,curto,158,374,2258.5,the tiny bang story adventure||casual||family||indie||puzzle android||ios||nintendo switch||pc||linux||macos colibri games colibri games
Counter-Strike Nexon: Zombies,2014,Action,Action||Casual||Massively Multiplayer,PC,PC,Nexon Europe,Nexon,2.2,N/A,Counter-Strike Nexon: Zombies é um jogo de Action lançado em 2014 para PC. Ele possui nota média aproximada de 2.2/5 na base RAWG.,0.1334,1,curto,144,640,2259.0,counter-strike nexon: zombies action||casual||massively multiplayer pc nexon europe nexon
Commandos 2: Men of Courage,2001,Action,Action,PC,PC||Xbox||PlayStation 2,Merge Games,Pyro Studios,4.2,N/A,Commandos 2: Men of Courage é um jogo de Action lançado em 2001 para PC. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.1333,1,curto,168,555,2257.0,commandos 2: men of courage action pc||xbox||playstation 2 merge games pyro studios
Regions Of Ruin,2018,Action,Action||Adventure||RPG||Strategy||Simulation||Indie,Xbox One,Xbox One||PlayStation 4||PC||macOS||Linux,Poysky Productions,Vox Games,2.6,N/A,Regions Of Ruin é um jogo de Action lançado em 2018 para Xbox One. Ele possui nota média aproximada de 2.6/5 na base RAWG.,0.1333,1,curto,59,287,2258.0,regions of ruin action||adventure||rpg||strategy||simulation||indie xbox one||playstation 4||pc||macos||linux poysky productions vox games
LEGO Batman 2 DC Super Heroes,2012,Action,Action||Adventure||Family,Xbox One,Xbox One||Android||iOS||PC||macOS||Nintendo 3DS||PlayStation 3||PS Vita||Nintendo DS||Wii||Wii U||Xbox 360,Feral Interactive,Feral Interactive,3.6,N/A,LEGO Batman 2 DC Super Heroes é um jogo de Action lançado em 2012 para Xbox One. Ele possui nota média aproximada de 3.6/5 na base RAWG.,0.1332,5,curto,218,428,2255.0,lego batman 2 dc super heroes action||adventure||family xbox one||android||ios||pc||macos||nintendo 3ds||playstation 3||ps vita||nintendo ds||wii||wii u||xbox 360 feral interactive feral interactive
Plants vs. Zombies,2009,Action,Action||Strategy||Arcade||Puzzle,Nintendo DS,Nintendo DS||PC||iOS||Xbox One||PlayStation 3||Xbox 360||Android,Electronic Arts,Electronic Arts,4.2,+10,Plants vs. Zombies é um jogo de Action lançado em 2009 para Nintendo DS. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.1332,2,curto,452,490,2256.0,plants vs. zombies action||strategy||arcade||puzzle nintendo ds||pc||ios||xbox one||playstation 3||xbox 360||android electronic arts electronic arts
Prototype 2,2012,Action,Action||Adventure,PC,PC||Xbox 360||PlayStation 3||Xbox One||PlayStation 4,Activision Blizzard,Activision,3.7,N/A,Prototype 2 é um jogo de Action lançado em 2012 para PC. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.1331,8,medio,286,670,2254.0,prototype 2 action||adventure pc||xbox 360||playstation 3||xbox one||playstation 4 activision blizzard activision
Call of Duty,2003,Action,Action||Shooter||Simulation,PlayStation 3,PlayStation 3||Xbox 360||PC||macOS,Aspyr,Infinity Ward,4.2,+13,Call of Duty é um jogo de Action lançado em 2003 para PlayStation 3. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.133,4,curto,462,591,2251.5,call of duty action||shooter||simulation playstation 3||xbox 360||pc||macos aspyr infinity ward
LEGO Batman,2008,Action,Action||Adventure||Arcade||Family||Platformer,Xbox One,Xbox One||PlayStation 2||PSP||Wii||macOS||Nintendo DS||PlayStation 3||PC||Xbox 360,Feral Interactive,Traveller's Tales,3.7,+10,LEGO Batman é um jogo de Action lançado em 2008 para Xbox One. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.133,3,curto,280,376,2251.5,lego batman action||adventure||arcade||family||platformer xbox one||playstation 2||psp||wii||macos||nintendo ds||playstation 3||pc||xbox 360 feral interactive traveller's tales
FlatOut 2,2006,Racing,Racing||Arcade,Xbox,Xbox||Linux||PC||PlayStation 2,Strategy First,Bugbear Entertainment,4.3,N/A,FlatOut 2 é um jogo de Racing lançado em 2006 para Xbox. Ele possui nota média aproximada de 4.3/5 na base RAWG.,0.1329,2,curto,336,524,2250.0,flatout 2 racing||arcade xbox||linux||pc||playstation 2 strategy first bugbear entertainment
Age of Empires III: Complete Collection,2012,Strategy,Strategy||Simulation,PC,PC,Microsoft Studios,Ensemble Studios,4.1,N/A,Age of Empires III: Complete Collection é um jogo de Strategy lançado em 2012 para PC. Ele possui nota média aproximada de 4.1/5 na base RAWG.,0.1324,4,curto,201,629,2242.0,age of empires iii: complete collection strategy||simulation pc microsoft studios ensemble studios
ZOMBI,2015,Action,Action||Adventure,PC,PC||PlayStation 4||Xbox One,Ubisoft Entertainment,Ubisoft,2.8,N/A,ZOMBI é um jogo de Action lançado em 2015 para PC. Ele possui nota média aproximada de 2.8/5 na base RAWG.,0.1324,4,curto,275,688,2241.5,zombi action||adventure pc||playstation 4||xbox one ubisoft entertainment ubisoft
God of War: Ascension,2013,Action,Action,PlayStation 3,PlayStation 3,Sony Computer Entertainment,Sony Interactive Entertainment,3.8,+17,God of War: Ascension é um jogo de Action lançado em 2013 para PlayStation 3. Ele possui nota média aproximada de 3.8/5 na base RAWG.,0.1323,2,curto,276,699,2240.5,god of war: ascension action playstation 3 sony computer entertainment sony interactive entertainment
The Sims 3,2009,Simulation,Simulation||Casual,PC,PC||iOS||Nintendo 3DS||Xbox 360||PlayStation 3,Electronic Arts,Electronic Arts,4.0,+13,The Sims 3 é um jogo de Simulation lançado em 2009 para PC. Ele possui nota média aproximada de 4.0/5 na base RAWG.,0.1322,10,medio,464,538,2238.5,the sims 3 simulation||casual pc||ios||nintendo 3ds||xbox 360||playstation 3 electronic arts electronic arts
Knights and Merchants,2013,Strategy,Strategy||Simulation,macOS,macOS||Linux||PC,TopWare Interactive,Runesoft,2.8,+13,Knights and Merchants é um jogo de Strategy lançado em 2013 para macOS. Ele possui nota média aproximada de 2.8/5 na base RAWG.,0.1322,3,curto,117,307,2238.5,knights and merchants strategy||simulation macos||linux||pc topware interactive runesoft
